city,state,location_code
Lancaster,California,1013931
Larkspur,California,1013932
Lathrop,California,1013933
Laton,California,1013934
Lawndale,California,1013935
Laytonville,California,1013936
Le Grand,California,1013937
Lebec,California,1013938
Lee Vining,California,1013939
Leggett,California,1013940
Lemon Cove,California,1013941
Lemon Grove,California,1013942
Lemoore,California,1013943
Lewiston,California,1013944
Lincoln,California,1013945
Linden,California,1013946
Lindsay,California,1013947
Littlerock,California,1013948
Live Oak,Sutter County,1013949
Livermore,California,1013950
Livingston,California,1013951
Lockeford,California,1013952
Lodi,California,1013953
Loma Linda,California,1013954
Lomita,California,1013955
Lompoc,California,1013956
Lone Pine,California,1013957
Long Beach,California,1013958
Loomis,California,1013959
Los Alamitos,California,1013960
Los Altos,Santa Clara County,1013961
Los Angeles,California,1013962
Los Banos,California,1013963
Los Gatos,California,1013964
Los Molinos,California,1013965
Los Olivos,California,1013966
Lost Hills,California,1013968
Lower Lake,California,1013969
Loyalton,California,1013970
Lucerne,California,1013971
Lucerne Valley,California,1013972
Lynwood,California,1013973
Lyoth,California,1013974
Mad River,California,1013975
Madera,California,1013976
Magalia,California,1013977
Malibu,California,1013978
Mammoth Lakes,California,1013979
Manhattan Beach,California,1013980
Manteca,California,1013981
March Air Reserve Base,California,1013982
Marina,Monterey County,1013983
Marina del Rey,California,1013984
Mariposa,California,1013985
Markleeville,California,1013986
Marshall,California,1013987
Martinez,California,1013988
Marysville,California,1013989
Mather,Tuolumne County,1013990
Maxwell,California,1013991
Maywood,California,1013992
McFarland,California,1013993
McKittrick,California,1013994
McClellan Park,California,1013995
McKinleyville,California,1013996
Meadow Vista,California,1013997
Mecca,California,1013998
Mendocino,California,1013999
Mendota,California,1014000
Menifee,California,1014001
Menlo Park,California,1014002
Mentone,California,1014003
Merced,California,1014004
Meridian,California,1014005
Mi-Wuk Village,California,1014006
Middletown,Lake County,1014007
Midway City,California,1014008
Mill Valley,California,1014009
Millbrae,California,1014010
Millville,California,1014011
Milpitas,California,1014012
Mira Loma,California,1014013
Miramonte,California,1014014
Miranda,California,1014015
Mission Viejo,California,1014017
Moccasin,California,1014018
Modesto,California,1014019
Mojave,California,1014020
Mokelumne Hill,California,1014021
Monrovia,California,1014022
Montague,California,1014023
Montara,California,1014024
Montclair,California,1014025
Monte Rio,California,1014026
Montebello,California,1014027
Monterey,California,1014028
Monterey Park,California,1014029
Moorpark,California,1014031
Moraga,California,1014032
Moreno Valley,California,1014033
Morgan Hill,California,1014034
Morro Bay,California,1014035
Moss Beach,California,1014036
Moss Landing,California,1014037
Mount Baldy,California,1014039
Mount Hamilton,California,1014040
Mount Laguna,California,1014041
Mount Shasta,California,1014042
Mount Wilson,California,1014043
Mountain View,Santa Clara County,1014044
Murrieta,California,1014045
Napa,California,1014046
National City,California,1014047
Navarro,California,1014048
Needles,California,1014049
Nevada City,California,1014050
New Cuyama,California,1014051
Newark,California,1014052
Newberry Springs,California,1014053
Newcastle,California,1014055
Newman,California,1014057
Newport Beach,California,1014058
Nicasio,California,1014060
Nicolaus,California,1014061
Nipomo,California,1014062
Norco,California,1014063
Norden,California,1014064
North Fork,California,1014065
North Highlands,California,1014066
Desert Hot Springs,California,1014069
North San Juan,California,1014070
Norwalk,California,1014072
Novato,California,1014073
Nuevo,California,1014074
O'Neals,California,1014075
Oak Park,Ventura County,1014076
Oak View,Ventura County,1014077
Oakdale,California,1014078
Oakhurst,California,1014079
Oakland,California,1014080
Oakley,California,1014081
Oakville,California,1014082
Occidental,California,1014083
Oceano,California,1014084
Oceanside,California,1014085
Ojai,California,1014086
Olancha,California,1014087
Squaw Valley,Placer,1014088
Ontario,California,1014089
Orange,Orange,1014090
Orangevale,California,1014092
Orinda,California,1014093
Orland,California,1014094
Orleans,California,1014095
Oro Grande,California,1014096
Orosi,California,1014097
Oroville,California,1014098
Oxnard,California,1014099
Pacific Grove,California,1014100
Pacifica,California,1014102
Pala,California,1014105
Palm Desert,California,1014106
Palm Springs,California,1014107
Palmdale,California,1014108
Palo Alto,California,1014109
Palo Cedro,California,1014110
Palomar Mountain,California,1014111
Palos Verdes Peninsula,California,1014112
Paradise,California,1014114
Paramount,California,1014115
Parker Dam,California,1014116
Parlier,California,1014117
Pasadena,California,1014118
Paskenta,California,1014119
Paso Robles,California,1014120
Patterson,California,1014121
Pearblossom,California,1014122
Penn Valley,California,1014124
Penngrove,California,1014125
Penryn,California,1014126
Perris,California,1014127
Pescadero,California,1014128
Petaluma,California,1014129
Petrolia,California,1014130
Phelan,California,1014131
Phillipsville,California,1014132
Pico Rivera,California,1014133
Piedmont,California,1014134
Piercy,California,1014135
Pine Grove,California,1014136
Pine Valley,California,1014137
Pinecrest,California,1014138
Pinole,California,1014139
Pismo Beach,California,1014140
Pittsburg,California,1014141
Pixley,California,1014142
Placentia,California,1014143
Placerville,California,1014144
Planada,California,1014145
Pleasant Grove,California,1014147
Pleasant Hill,California,1014148
Pleasanton,California,1014149
Plymouth,California,1014150
Point Arena,California,1014151
Naval Air Station Point Mugu,California,1014152
Point Reyes Station,California,1014153
Pollock Pines,California,1014154
Pomona,California,1014155
Port Costa,California,1014156
Port Hueneme,California,1014157
Porterville,California,1014159
Portola,California,1014160
Portola Valley,California,1014161
Poway,California,1014162
Quincy,California,1014163
Raisin City,California,1014164
Rancho Cordova,California,1014166
Rancho Cucamonga,California,1014167
Rancho Mirage,California,1014168
Rancho Palos Verdes,California,1014169
Rancho Santa Fe,California,1014170
Rancho Santa Margarita,California,1014171
Randsburg,California,1014172
Raymond,California,1014173
Red Bluff,California,1014174
Redding,California,1014175
Redlands,California,1014176
Redondo Beach,California,1014177
Redwood City,California,1014178
Redwood Valley,California,1014180
Reedley,California,1014181
Rescue,California,1014183
Rialto,California,1014185
Richgrove,California,1014186
Richmond,California,1014187
Richvale,California,1014188
Ridgecrest,California,1014189
Rio Dell,California,1014190
Rio Linda,California,1014191
Rio Oso,California,1014192
Rio Vista,California,1014193
Ripon,California,1014194
Riverbank,California,1014195
Riverdale,California,1014196
Riverside,California,1014197
Robbins,California,1014198
Rocklin,California,1014199
Rodeo,California,1014200
Rohnert Park,California,1014201
Rosamond,California,1014202
Rosemead,California,1014203
Roseville,California,1014204
Ross,California,1014205
Rough and Ready,California,1014206
Rowland Heights,California,1014207
Sacramento,California,1014208
Salida,California,1014209
Salinas,California,1014210
San Andreas,California,1014211
San Anselmo,California,1014212
San Ardo,California,1014213
San Bernardino,California,1014214
San Bruno,California,1014215
San Carlos,San Mateo County,1014216
San Clemente,California,1014217
San Diego,California,1014218
San Dimas,California,1014219
San Fernando,California,1014220
San Francisco,California,1014221
San Gabriel,California,1014222
San Gregorio,California,1014223
San Jacinto,California,1014224
San Joaquin,California,1014225
San Jose,California,1014226
San Juan Bautista,California,1014227
San Juan Capistrano,California,1014228
San Leandro,California,1014229
San Lorenzo,California,1014230
San Lucas,California,1014231
San Luis Obispo,California,1014232
San Marcos,California,1014234
San Marino,California,1014235
San Martin,California,1014236
San Mateo,California,1014237
San Miguel,California,1014238
San Pablo,California,1014239
San Quentin,California,1014241
San Rafael,California,1014242
San Ramon,California,1014243
San Simeon,California,1014244
Sanger,California,1014246
Santa Ana,California,1014247
Santa Barbara,California,1014248
Santa Clara,California,1014249
Santa Clarita,California,1014250
Santa Cruz,California,1014251
Santa Fe Springs,California,1014252
Santa Margarita,California,1014253
Santa Maria,California,1014254
Santa Monica,California,1014255
Santa Paula,California,1014256
Santa Rosa,California,1014257
Santa Ynez,California,1014258
Santee,California,1014259
Saratoga,California,1014260
Sausalito,California,1014261
Scotts Valley,California,1014262
Seal Beach,California,1014263
Seaside,California,1014264
Sebastopol,California,1014265
Selma,California,1014266
Shafter,California,1014268
Shandon,California,1014269
Shasta,California,1014270
Shasta Lake,California,1014271
Sheep Ranch,California,1014272
Shingle Springs,California,1014274
Shoshone,California,1014275
Sierra Madre,California,1014276
Sierraville,California,1014277
Silverado,California,1014278
Simi Valley,California,1014279
Sloughhouse,California,1014280
Smartsville,California,1014281
Snelling,California,1014282
Soda Springs,California,1014283
Solana Beach,California,1014284
Soledad,California,1014285
Solvang,California,1014286
Somis,California,1014287
Sonoma,California,1014288
Sonora,California,1014289
Soquel,California,1014290
South El Monte,California,1014291
South Gate,California,1014292
South Lake Tahoe,California,1014293
South Pasadena,California,1014294
South San Francisco,California,1014295
Spreckels,California,1014296
Spring Valley,California,1014297
Springville,California,1014298
Squaw Valley,Fresno,1014299
St. Helena,California,1014300
Stanford,California,1014301
Stanton,California,1014302
Stevenson Ranch,California,1014303
Stevinson,California,1014304
Stinson Beach,California,1014305
Stockton,San Joaquin County,1014306
Stonyford,California,1014307
Strathmore,California,1014308
Suisun City,California,1014310
Sultana,California,1014311
Sunnyvale,California,1014315
Sunol,California,1014316
Susanville,California,1014318
Sutter,California,1014319
Sutter Creek,California,1014320
Taft,California,1014322
Tahoe City,California,1014323
Tahoe Vista,California,1014324
Tehachapi,California,1014326
Temecula,California,1014327
Temple City,California,1014328
Templeton,California,1014329
Thermal,California,1014330
Thornton,California,1014331
Thousand Oaks,California,1014332
Thousand Palms,California,1014333
Three Rivers,California,1014334
Tipton,California,1014335
Tollhouse,California,1014336
Tomales,California,1014337
Topanga,California,1014338
Torrance,California,1014339
Trabuco Canyon,California,1014340
Tracy,California,1014341
Tranquillity,California,1014342
Traver,California,1014343
Travis Air Force Base,California,1014344
Truckee,California,1014346
Tulare,California,1014348
Tulelake,California,1014349
Tupman,California,1014350
Turlock,California,1014351
Tustin,California,1014352
Twain Harte,California,1014353
Twentynine Palms,California,1014354
Twin Peaks,San Bernardino County,1014355
Ukiah,California,1014356
Union City,California,1014357
Universal City,California,1014358
Upland,California,1014359
Upper Lake,California,1014360
Vacaville,California,1014361
Vallejo,California,1014363
Valley Center,San Diego County,1014364
Valley Springs,California,1014365
Venice,California,1014368
Ventura,California,1014369
Victorville,California,1014370
Vidal,California,1014371
Villa Park,California,1014372
Visalia,California,1014373
Vista,California,1014374
Wallace,California,1014375
Walnut,Los Angeles County,1014376
Walnut Creek,California,1014377
Warner Springs,California,1014378
Wasco,California,1014379
Washington,California,1014380
Waterford,California,1014381
Watsonville,California,1014382
Waukena,California,1014383
Weaverville,California,1014384
Weed,California,1014385
Weldon,California,1014386
Weott,California,1014387
West Covina,California,1014388
West Hollywood,California,1014390
West Sacramento,California,1014391
Westlake Village,California,1014392
Westley,California,1014393
Westminster,California,1014394
Westmorland,California,1014395
Westwood,Lassen County,1014396
Wheatland,California,1014397
Whitethorn,California,1014398
Whittier,California,1014399
Wildomar,California,1014400
Williams,California,1014401
Willits,California,1014402
Willow Creek,California,1014403
Willows,Glenn County,1014404
Wilton,California,1014406
Winchester,California,1014407
Windsor,California,1014408
Winterhaven,California,1014410
Winters,California,1014411
Woodacre,California,1014412
Woodbridge,San Joaquin County,1014413
Woodlake,California,1014414
Woodland,California,1014415
Wrightwood,California,1014417
Yermo,California,1014418
Yolo,California,1014419
Yorba Linda,California,1014420
Yosemite Valley,California,1014421
Yountville,California,1014422
Yreka,California,1014423
Yuba City,California,1014424
Yucaipa,California,1014425
Yucca Valley,California,1014426
Agate,Colorado,1014427
Akron,Colorado,1014428
Alamosa,Colorado,1014429
Allenspark,Colorado,1014430
Alma,Colorado,1014431
Anton,Colorado,1014432
Arapahoe,Colorado,1014433
Arvada,Colorado,1014434
Aspen,Colorado,1014435
Ault,Colorado,1014436
Aurora,Colorado,1014437
Avon,Colorado,1014439
Bailey,Colorado,1014440
Basalt,Colorado,1014441
Bayfield,Colorado,1014442
Bennett,Colorado,1014444
Berthoud,Colorado,1014445
Bethune,Colorado,1014446
Black Hawk,Colorado,1014447
Boulder,Colorado,1014448
Breckenridge,Colorado,1014449
Briggsdale,Colorado,1014450
Brighton,Colorado,1014451
Broomfield,Colorado,1014452
Brush,Colorado,1014453
Buena Vista,Colorado,1014454
Buffalo Creek,Colorado,1014455
Burlington,Colorado,1014456
Byers,Colorado,1014457
Calhan,Colorado,1014458
Campo,Colorado,1014459
Canon City,Colorado,1014460
Carbondale,Colorado,1014461
Castle Rock,Colorado,1014462
Cedaredge,Colorado,1014463
Center,Colorado,1014464
Central City,Colorado,1014465
Cheraw,Colorado,1014466
Cheyenne Wells,Colorado,1014467
Clifton,Colorado,1014468
Coal Creek,Fremont County,1014469
Collbran,Colorado,1014470
Colorado Springs,Colorado,1014471
Commerce City,Colorado,1014472
Aspen Park,Colorado,1014473
Cortez,Colorado,1014474
Craig,Colorado,1014475
Crawford,Colorado,1014476
Creede,Colorado,1014477
Crested Butte,Colorado,1014478
Cripple Creek,Colorado,1014479
Dacono,Colorado,1014480
De Beque,Colorado,1014481
Deer Trail,Colorado,1014482
Del Norte,Colorado,1014483
Delta,Colorado,1014484
Denver,Colorado,1014485
Dillon,Colorado,1014486
Dinosaur,Colorado,1014487
Divide,Colorado,1014488
Dolores,Colorado,1014489
Dove Creek,Colorado,1014490
Dupont,Colorado,1014492
Durango,Colorado,1014493
Eagle,Colorado,1014494
Eaton,Colorado,1014496
Edwards,Colorado,1014497
Elbert,Colorado,1014499
Eldorado Springs,Colorado,1014500
Elizabeth,Colorado,1014501
Empire,Colorado,1014502
Englewood,Colorado,1014503
Erie,Colorado,1014504
Estes Park,Colorado,1014505
Evergreen,Colorado,1014506
Fairplay,Colorado,1014507
Firestone,Colorado,1014508
Fleming,Colorado,1014509
Florence,Colorado,1014510
Florissant,Colorado,1014511
Fountain,Colorado,1014512
Franktown,Colorado,1014513
Frederick,Colorado,1014514
Frisco,Colorado,1014515
Fruita,Colorado,1014516
Fort Collins,Colorado,1014517
Fort Lupton,Colorado,1014518
Fort Morgan,Colorado,1014519
Georgetown,Colorado,1014520
Gilcrest,Colorado,1014521
Glen Haven,Colorado,1014522
Glenwood Springs,Colorado,1014523
Golden,Colorado,1014524
Granby,Colorado,1014525
Grand Junction,Colorado,1014526
Grand Lake,Colorado,1014527
Grant,Colorado,1014528
Greeley,Colorado,1014529
Grover,Colorado,1014530
Guffey,Colorado,1014531
Gunnison,Colorado,1014532
Gypsum,Colorado,1014533
Hartman,Colorado,1014534
Haxtun,Colorado,1014535
Hayden,Colorado,1014536
Henderson,Colorado,1014537
Holyoke,Colorado,1014538
Hot Sulphur Springs,Colorado,1014539
Hotchkiss,Colorado,1014540
Hudson,Colorado,1014541
Hugo,Colorado,1014542
Hygiene,Colorado,1014543
Idaho Springs,Colorado,1014544
Idledale,Colorado,1014545
Ignacio,Colorado,1014546
Indian Hills,Colorado,1014547
Jamestown,Colorado,1014548
Jefferson,Colorado,1014549
Joes,Colorado,1014550
Johnstown,Colorado,1014551
Julesburg,Colorado,1014552
Keenesburg,Colorado,1014553
Kersey,Colorado,1014554
Kiowa,Colorado,1014555
Kittredge,Colorado,1014556
Kremmling,Colorado,1014557
La Jara,Colorado,1014558
La Junta,Colorado,1014559
LaSalle,Colorado,1014560
Lafayette,Colorado,1014561
Lamar,Colorado,1014562
Laporte,Colorado,1014563
Larkspur,Colorado,1014564
Las Animas,Colorado,1014565
Leadville,Colorado,1014566
Limon,Colorado,1014567
Littleton,Colorado,1014568
Livermore,Colorado,1014569
Longmont,Colorado,1014570
Louisville,Colorado,1014571
Louviers,Colorado,1014572
Loveland,Colorado,1014573
Lyons,Colorado,1014574
Mancos,Colorado,1014575
Manitou Springs,Colorado,1014576
Mead,Colorado,1014577
Meeker,Colorado,1014578
Merino,Colorado,1014579
Mesa,Colorado,1014580
Minturn,Colorado,1014581
Moffat,Colorado,1014582
Monte Vista,Colorado,1014583
Montrose,Colorado,1014584
Monument,Colorado,1014585
Morrison,Colorado,1014586
Nederland,Colorado,1014588
New Castle,Colorado,1014589
Raymer,Colorado,1014590
Niwot,Colorado,1014591
Nucla,Colorado,1014592
Nunn,Colorado,1014593
Oak Creek,Colorado,1014594
Otis,Colorado,1014595
Ouray,Colorado,1014596
Ovid,Colorado,1014597
Pagosa Springs,Colorado,1014598
Palmer Lake,Colorado,1014599
Paonia,Colorado,1014600
Parachute,Colorado,1014601
Parker,Colorado,1014602
